UTC_TS,LEVEL,COMPONENT,MESSAGE
12:28:01.080,TRACE,Tag:/DV_AVG,"Data changed --> {""value"":52062.42166666667,""quality"":192,""ts"":1722342480000}"
12:28:01.080,TRACE,Tag:/DV_AVG,"Historize, data={""value"":52062.42166666667,""quality"":192,""ts"":1722342480000}"
12:28:01.081,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52081,""quality"":192,""ts"":1722342481080}]"
12:28:01.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52081,""quality"":192,""ts"":1722342481080}"
12:28:01.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52081,""quality"":192,""ts"":1722342481080}"
12:28:01.081,TRACE,TagManager,"update request [Tag=/Group/TempDV, Data={""value"":52046,""quality"":192,""ts"":1722342480000}]"
12:28:01.081,TRACE,Tag:/Group/TempDV,"Data changed --> {""value"":52046,""quality"":192,""ts"":1722342480000}"
12:28:06.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52086,""quality"":192,""ts"":1722342486079}"
12:28:06.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52086,""quality"":192,""ts"":1722342486079}"
12:28:06.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52086,""quality"":192,""ts"":1722342486079}"
12:28:06.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52086,""quality"":192,""ts"":1722342486079}"
12:28:06.081,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52086,""quality"":192,""ts"":1722342486080}]"
12:28:06.082,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52086,""quality"":192,""ts"":1722342486080}"
12:28:06.082,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52086,""quality"":192,""ts"":1722342486080}"
12:28:11.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52091,""quality"":192,""ts"":1722342491078}"
12:28:11.078,TRACE,Tag:/SImTag,"Historize, data={""value"":52091,""quality"":192,""ts"":1722342491078}"
12:28:11.078,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52091,""quality"":192,""ts"":1722342491078}"
12:28:11.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52091,""quality"":192,""ts"":1722342491078}"
12:28:11.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52091,""quality"":192,""ts"":1722342491079}]"
12:28:11.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52091,""quality"":192,""ts"":1722342491079}"
12:28:11.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52091,""quality"":192,""ts"":1722342491079}"
12:28:16.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52096,""quality"":192,""ts"":1722342496079}"
12:28:16.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52096,""quality"":192,""ts"":1722342496079}"
12:28:16.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52096,""quality"":192,""ts"":1722342496079}"
12:28:16.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52096,""quality"":192,""ts"":1722342496079}"
12:28:16.081,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52096,""quality"":192,""ts"":1722342496081}]"
12:28:16.082,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52096,""quality"":192,""ts"":1722342496081}"
12:28:16.082,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52096,""quality"":192,""ts"":1722342496081}"
12:28:21.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52101,""quality"":192,""ts"":1722342501079}"
12:28:21.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52101,""quality"":192,""ts"":1722342501079}"
12:28:21.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52101,""quality"":192,""ts"":1722342501079}"
12:28:21.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52101,""quality"":192,""ts"":1722342501079}"
12:28:21.081,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52101,""quality"":192,""ts"":1722342501080}]"
12:28:21.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52101,""quality"":192,""ts"":1722342501080}"
12:28:21.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52101,""quality"":192,""ts"":1722342501080}"
12:28:26.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52106,""quality"":192,""ts"":1722342506079}"
12:28:26.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52106,""quality"":192,""ts"":1722342506079}"
12:28:26.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52106,""quality"":192,""ts"":1722342506079}"
12:28:26.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52106,""quality"":192,""ts"":1722342506079}"
12:28:26.081,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52106,""quality"":192,""ts"":1722342506080}]"
12:28:26.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52106,""quality"":192,""ts"":1722342506080}"
12:28:26.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52106,""quality"":192,""ts"":1722342506080}"
12:28:31.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52111,""quality"":192,""ts"":1722342511078}"
12:28:31.078,TRACE,Tag:/SImTag,"Historize, data={""value"":52111,""quality"":192,""ts"":1722342511078}"
12:28:31.078,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52111,""quality"":192,""ts"":1722342511078}"
12:28:31.078,TRACE,Tag:/Group/_r,"Historize, data={""value"":52111,""quality"":192,""ts"":1722342511078}"
12:28:31.080,TRACE,TagManager,"update request [Tag=/DV_AVG, Data={""value"":52092.42133333333,""quality"":192,""ts"":1722342510000}]"
12:28:31.080,TRACE,Tag:/DV_AVG,"Data changed --> {""value"":52092.42133333333,""quality"":192,""ts"":1722342510000}"
12:28:31.080,TRACE,Tag:/DV_AVG,"Historize, data={""value"":52092.42133333333,""quality"":192,""ts"":1722342510000}"
12:28:31.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52111,""quality"":192,""ts"":1722342511079}]"
12:28:31.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52111,""quality"":192,""ts"":1722342511079}"
12:28:31.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52111,""quality"":192,""ts"":1722342511079}"
12:28:31.081,TRACE,TagManager,"update request [Tag=/Group/TempDV, Data={""value"":52076,""quality"":192,""ts"":1722342510000}]"
12:28:31.081,TRACE,Tag:/Group/TempDV,"Data changed --> {""value"":52076,""quality"":192,""ts"":1722342510000}"
12:28:36.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52116,""quality"":192,""ts"":1722342516078}"
12:28:36.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52116,""quality"":192,""ts"":1722342516078}"
12:28:36.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52116,""quality"":192,""ts"":1722342516078}"
12:28:36.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52116,""quality"":192,""ts"":1722342516078}"
12:28:36.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52116,""quality"":192,""ts"":1722342516080}]"
12:28:36.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52116,""quality"":192,""ts"":1722342516080}"
12:28:36.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52116,""quality"":192,""ts"":1722342516080}"
12:28:41.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52121,""quality"":192,""ts"":1722342521078}"
12:28:41.078,TRACE,Tag:/SImTag,"Historize, data={""value"":52121,""quality"":192,""ts"":1722342521078}"
12:28:41.078,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52121,""quality"":192,""ts"":1722342521078}"
12:28:41.078,TRACE,Tag:/Group/_r,"Historize, data={""value"":52121,""quality"":192,""ts"":1722342521078}"
12:28:41.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52121,""quality"":192,""ts"":1722342521079}]"
12:28:41.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52121,""quality"":192,""ts"":1722342521079}"
12:28:41.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52121,""quality"":192,""ts"":1722342521079}"
12:28:46.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52126,""quality"":192,""ts"":1722342526079}"
12:28:46.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52126,""quality"":192,""ts"":1722342526079}"
12:28:46.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52126,""quality"":192,""ts"":1722342526079}"
12:28:46.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52126,""quality"":192,""ts"":1722342526079}"
12:28:46.081,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52126,""quality"":192,""ts"":1722342526080}]"
12:28:46.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52126,""quality"":192,""ts"":1722342526080}"
12:28:46.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52126,""quality"":192,""ts"":1722342526080}"
12:28:51.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52131,""quality"":192,""ts"":1722342531079}"
12:28:51.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52131,""quality"":192,""ts"":1722342531079}"
12:28:51.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52131,""quality"":192,""ts"":1722342531079}"
12:28:51.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52131,""quality"":192,""ts"":1722342531079}"
12:28:51.082,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52131,""quality"":192,""ts"":1722342531081}]"
12:28:51.082,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52131,""quality"":192,""ts"":1722342531081}"
12:28:51.082,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52131,""quality"":192,""ts"":1722342531081}"
12:28:56.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52136,""quality"":192,""ts"":1722342536077}"
12:28:56.078,TRACE,Tag:/SImTag,"Historize, data={""value"":52136,""quality"":192,""ts"":1722342536077}"
12:28:56.078,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52136,""quality"":192,""ts"":1722342536077}"
12:28:56.078,TRACE,Tag:/Group/_r,"Historize, data={""value"":52136,""quality"":192,""ts"":1722342536077}"
12:28:56.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52136,""quality"":192,""ts"":1722342536079}]"
12:28:56.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52136,""quality"":192,""ts"":1722342536079}"
12:28:56.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52136,""quality"":192,""ts"":1722342536079}"
12:29:01.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52141,""quality"":192,""ts"":1722342541078}"
12:29:01.078,TRACE,Tag:/SImTag,"Historize, data={""value"":52141,""quality"":192,""ts"":1722342541078}"
12:29:01.078,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52141,""quality"":192,""ts"":1722342541078}"
12:29:01.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52141,""quality"":192,""ts"":1722342541078}"
12:29:01.080,TRACE,TagManager,"update request [Tag=/DV_AVG, Data={""value"":52122.421833333334,""quality"":192,""ts"":1722342540000}]"
12:29:01.080,TRACE,Tag:/DV_AVG,"Data changed --> {""value"":52122.421833333334,""quality"":192,""ts"":1722342540000}"
12:29:01.080,TRACE,Tag:/DV_AVG,"Historize, data={""value"":52122.421833333334,""quality"":192,""ts"":1722342540000}"
12:29:01.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52141,""quality"":192,""ts"":1722342541080}]"
12:29:01.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52141,""quality"":192,""ts"":1722342541080}"
12:29:01.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52141,""quality"":192,""ts"":1722342541080}"
12:29:01.081,TRACE,TagManager,"update request [Tag=/Group/TempDV, Data={""value"":52106,""quality"":192,""ts"":1722342540000}]"
12:29:01.081,TRACE,Tag:/Group/TempDV,"Data changed --> {""value"":52106,""quality"":192,""ts"":1722342540000}"
12:29:06.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52146,""quality"":192,""ts"":1722342546079}"
12:29:06.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52146,""quality"":192,""ts"":1722342546079}"
12:29:06.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52146,""quality"":192,""ts"":1722342546079}"
12:29:06.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52146,""quality"":192,""ts"":1722342546079}"
12:29:06.081,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52146,""quality"":192,""ts"":1722342546080}]"
12:29:06.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52146,""quality"":192,""ts"":1722342546080}"
12:29:06.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52146,""quality"":192,""ts"":1722342546080}"
12:29:11.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52151,""quality"":192,""ts"":1722342551078}"
12:29:11.078,TRACE,Tag:/SImTag,"Historize, data={""value"":52151,""quality"":192,""ts"":1722342551078}"
12:29:11.078,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52151,""quality"":192,""ts"":1722342551078}"
12:29:11.078,TRACE,Tag:/Group/_r,"Historize, data={""value"":52151,""quality"":192,""ts"":1722342551078}"
12:29:11.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52151,""quality"":192,""ts"":1722342551079}]"
12:29:11.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52151,""quality"":192,""ts"":1722342551079}"
12:29:11.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52151,""quality"":192,""ts"":1722342551079}"
12:29:16.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52156,""quality"":192,""ts"":1722342556079}"
12:29:16.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52156,""quality"":192,""ts"":1722342556079}"
12:29:16.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52156,""quality"":192,""ts"":1722342556079}"
12:29:16.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52156,""quality"":192,""ts"":1722342556079}"
12:29:16.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52156,""quality"":192,""ts"":1722342556080}]"
12:29:16.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52156,""quality"":192,""ts"":1722342556080}"
12:29:16.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52156,""quality"":192,""ts"":1722342556080}"
12:29:21.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52161,""quality"":192,""ts"":1722342561079}"
12:29:21.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52161,""quality"":192,""ts"":1722342561079}"
12:29:21.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52161,""quality"":192,""ts"":1722342561079}"
12:29:21.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52161,""quality"":192,""ts"":1722342561079}"
12:29:21.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52161,""quality"":192,""ts"":1722342561080}]"
12:29:21.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52161,""quality"":192,""ts"":1722342561080}"
12:29:21.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52161,""quality"":192,""ts"":1722342561080}"
12:29:26.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52166,""quality"":192,""ts"":1722342566078}"
12:29:26.078,TRACE,Tag:/SImTag,"Historize, data={""value"":52166,""quality"":192,""ts"":1722342566078}"
12:29:26.078,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52166,""quality"":192,""ts"":1722342566078}"
12:29:26.078,TRACE,Tag:/Group/_r,"Historize, data={""value"":52166,""quality"":192,""ts"":1722342566078}"
12:29:26.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52166,""quality"":192,""ts"":1722342566079}]"
12:29:26.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52166,""quality"":192,""ts"":1722342566079}"
12:29:26.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52166,""quality"":192,""ts"":1722342566079}"
12:29:31.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52171,""quality"":192,""ts"":1722342571079}"
12:29:31.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52171,""quality"":192,""ts"":1722342571079}"
12:29:31.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52171,""quality"":192,""ts"":1722342571079}"
12:29:31.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52171,""quality"":192,""ts"":1722342571079}"
12:29:31.081,TRACE,TagManager,"update request [Tag=/DV_AVG, Data={""value"":52152.4215,""quality"":192,""ts"":1722342570000}]"
12:29:31.081,TRACE,Tag:/DV_AVG,"Data changed --> {""value"":52152.4215,""quality"":192,""ts"":1722342570000}"
12:29:31.081,TRACE,Tag:/DV_AVG,"Historize, data={""value"":52152.4215,""quality"":192,""ts"":1722342570000}"
12:29:31.081,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52171,""quality"":192,""ts"":1722342571080}]"
12:29:31.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52171,""quality"":192,""ts"":1722342571080}"
12:29:31.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52171,""quality"":192,""ts"":1722342571080}"
12:29:31.081,TRACE,TagManager,"update request [Tag=/Group/TempDV, Data={""value"":52136,""quality"":192,""ts"":1722342570000}]"
12:29:31.081,TRACE,Tag:/Group/TempDV,"Data changed --> {""value"":52136,""quality"":192,""ts"":1722342570000}"
12:29:36.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52176,""quality"":192,""ts"":1722342576078}"
12:29:36.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52176,""quality"":192,""ts"":1722342576078}"
12:29:36.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52176,""quality"":192,""ts"":1722342576078}"
12:29:36.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52176,""quality"":192,""ts"":1722342576078}"
12:29:36.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52176,""quality"":192,""ts"":1722342576080}]"
12:29:36.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52176,""quality"":192,""ts"":1722342576080}"
12:29:36.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52176,""quality"":192,""ts"":1722342576080}"
12:29:41.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52181,""quality"":192,""ts"":1722342581078}"
12:29:41.078,TRACE,Tag:/SImTag,"Historize, data={""value"":52181,""quality"":192,""ts"":1722342581078}"
12:29:41.078,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52181,""quality"":192,""ts"":1722342581078}"
12:29:41.078,TRACE,Tag:/Group/_r,"Historize, data={""value"":52181,""quality"":192,""ts"":1722342581078}"
12:29:41.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52181,""quality"":192,""ts"":1722342581079}]"
12:29:41.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52181,""quality"":192,""ts"":1722342581079}"
12:29:41.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52181,""quality"":192,""ts"":1722342581079}"
12:29:46.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52186,""quality"":192,""ts"":1722342586078}"
12:29:46.078,TRACE,Tag:/SImTag,"Historize, data={""value"":52186,""quality"":192,""ts"":1722342586078}"
12:29:46.078,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52186,""quality"":192,""ts"":1722342586078}"
12:29:46.078,TRACE,Tag:/Group/_r,"Historize, data={""value"":52186,""quality"":192,""ts"":1722342586078}"
12:29:46.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52186,""quality"":192,""ts"":1722342586079}]"
12:29:46.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52186,""quality"":192,""ts"":1722342586079}"
12:29:46.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52186,""quality"":192,""ts"":1722342586079}"
12:29:51.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52191,""quality"":192,""ts"":1722342591078}"
12:29:51.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52191,""quality"":192,""ts"":1722342591078}"
12:29:51.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52191,""quality"":192,""ts"":1722342591078}"
12:29:51.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52191,""quality"":192,""ts"":1722342591078}"
12:29:51.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52191,""quality"":192,""ts"":1722342591079}]"
12:29:51.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52191,""quality"":192,""ts"":1722342591079}"
12:29:51.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52191,""quality"":192,""ts"":1722342591079}"
12:29:56.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52196,""quality"":192,""ts"":1722342596079}"
12:29:56.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52196,""quality"":192,""ts"":1722342596079}"
12:29:56.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52196,""quality"":192,""ts"":1722342596079}"
12:29:56.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52196,""quality"":192,""ts"":1722342596079}"
12:29:56.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52196,""quality"":192,""ts"":1722342596080}]"
12:29:56.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52196,""quality"":192,""ts"":1722342596080}"
12:29:56.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52196,""quality"":192,""ts"":1722342596080}"
12:30:01.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52201,""quality"":192,""ts"":1722342601078}"
12:30:01.078,TRACE,Tag:/SImTag,"Historize, data={""value"":52201,""quality"":192,""ts"":1722342601078}"
12:30:01.078,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52201,""quality"":192,""ts"":1722342601078}"
12:30:01.078,TRACE,Tag:/Group/_r,"Historize, data={""value"":52201,""quality"":192,""ts"":1722342601078}"
12:30:01.080,TRACE,TagManager,"update request [Tag=/DV_AVG, Data={""value"":52182.42166666667,""quality"":192,""ts"":1722342600000}]"
12:30:01.080,TRACE,Tag:/DV_AVG,"Data changed --> {""value"":52182.42166666667,""quality"":192,""ts"":1722342600000}"
12:30:01.080,TRACE,Tag:/DV_AVG,"Historize, data={""value"":52182.42166666667,""quality"":192,""ts"":1722342600000}"
12:30:01.080,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52201,""quality"":192,""ts"":1722342601079}]"
12:30:01.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52201,""quality"":192,""ts"":1722342601079}"
12:30:01.080,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52201,""quality"":192,""ts"":1722342601079}"
12:30:01.080,TRACE,TagManager,"update request [Tag=/Group/TempDV, Data={""value"":52166,""quality"":192,""ts"":1722342600000}]"
12:30:01.080,TRACE,Tag:/Group/TempDV,"Data changed --> {""value"":52166,""quality"":192,""ts"":1722342600000}"
12:30:06.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52206,""quality"":192,""ts"":1722342606079}"
12:30:06.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52206,""quality"":192,""ts"":1722342606079}"
12:30:06.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52206,""quality"":192,""ts"":1722342606079}"
12:30:06.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52206,""quality"":192,""ts"":1722342606079}"
12:30:06.081,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52206,""quality"":192,""ts"":1722342606080}]"
12:30:06.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52206,""quality"":192,""ts"":1722342606080}"
12:30:06.081,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52206,""quality"":192,""ts"":1722342606080}"
12:30:11.078,TRACE,Tag:/SImTag,"Data changed --> {""value"":52211,""quality"":192,""ts"":1722342611078}"
12:30:11.082,TRACE,Tag:/SImTag,"Historize, data={""value"":52211,""quality"":192,""ts"":1722342611078}"
12:30:11.082,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52211,""quality"":192,""ts"":1722342611078}"
12:30:11.082,TRACE,Tag:/Group/_r,"Historize, data={""value"":52211,""quality"":192,""ts"":1722342611078}"
12:30:11.085,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52211,""quality"":192,""ts"":1722342611084}]"
12:30:11.085,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52211,""quality"":192,""ts"":1722342611084}"
12:30:11.085,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52211,""quality"":192,""ts"":1722342611084}"
12:30:16.077,TRACE,Tag:/SImTag,"Data changed --> {""value"":52216,""quality"":192,""ts"":1722342616077}"
12:30:16.077,TRACE,Tag:/SImTag,"Historize, data={""value"":52216,""quality"":192,""ts"":1722342616077}"
12:30:16.077,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52216,""quality"":192,""ts"":1722342616077}"
12:30:16.077,TRACE,Tag:/Group/_r,"Historize, data={""value"":52216,""quality"":192,""ts"":1722342616077}"
12:30:16.079,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52216,""quality"":192,""ts"":1722342616078}]"
12:30:16.079,TRACE,Tag:/DV_SimPlusOneOnChange,"Data changed --> {""value"":52216,""quality"":192,""ts"":1722342616078}"
12:30:16.079,TRACE,Tag:/DV_SimPlusOneOnChange,"Historize, data={""value"":52216,""quality"":192,""ts"":1722342616078}"
12:30:21.079,TRACE,Tag:/SImTag,"Data changed --> {""value"":52221,""quality"":192,""ts"":1722342621079}"
12:30:21.079,TRACE,Tag:/SImTag,"Historize, data={""value"":52221,""quality"":192,""ts"":1722342621079}"
12:30:21.079,TRACE,Tag:/Group/_r,"Data changed --> {""value"":52221,""quality"":192,""ts"":1722342621079}"
12:30:21.079,TRACE,Tag:/Group/_r,"Historize, data={""value"":52221,""quality"":192,""ts"":1722342621079}"
12:30:21.081,TRACE,TagManager,"update request [Tag=/DV_SimPlusOneOnChange, Data={""value"":52221,""quality"":192,""ts"":1722342621080}]"
